name,longitude,latitude,key,lifeStage,stateProvince,year
"Necturus maculosus (Rafinesque, 1818)",-87.519997,41.689999,3348182897,NA,NA,2003
"Necturus maculosus (Rafinesque, 1818)",-95.42003,38.58701,48128883,NA,Kansas,2002
"Necturus maculosus (Rafinesque, 1818)",-80.161082,41.639632,1039471514,Adult,Pennsylvania,2002
"Necturus maculosus (Rafinesque, 1818)",-73.9186,45.47179999905693,1804114996,Adult,Québec (Prov.),2002
"Necturus maculosus (Rafinesque, 1818)",-83.738889,46.358611,1211770753,NA,Ontario,2001
"Necturus maculosus (Rafinesque, 1818)",-78.33866,42.02336,1039477300,NA,New York,2001
"Necturus maculosus (Rafinesque, 1818)",-72.504157,43.207839,2802944513,Adult,Vermont,2001
"Necturus maculosus (Rafinesque, 1818)",-84.40694,30.47222,2804507969,NA,Florida,2000
"Necturus maculosus (Rafinesque, 1818)",-85.966103,44.866819,1701935649,NA,Mi,1999
"Necturus maculosus (Rafinesque, 1818)",-87.51022477685498,41.670894772202566,2234840440,NA,Indiana,1999
"Necturus maculosus (Rafinesque, 1818)",-87.50868073052135,41.670437780139906,2234841059,NA,Indiana,1999
"Necturus maculosus (Rafinesque, 1818)",-82.544746,42.552069,1211766661,NA,Ontario,1999
"Necturus maculosus (Rafinesque, 1818)",-87.698323,34.786855,2269093935,NA,Alabama,1998
"Necturus maculosus (Rafinesque, 1818)",-87.615456,34.9859,2269095831,NA,Alabama,1998
"Necturus maculosus (Rafinesque, 1818)",-75.68059,44.9698,1450583780,Adult,Ontario,1998
"Necturus maculosus (Rafinesque, 1818)",-83.105278,42.248056,1211766287,Larva,Ontario,1997
"Necturus maculosus (Rafinesque, 1818)",-82.503333,42.308889,1211766227,NA,Ontario,1996
"Necturus maculosus (Rafinesque, 1818)",-82.495556,42.684444,1211766273,NA,Ontario,1996
"Necturus maculosus (Rafinesque, 1818)",-82.239998,42.23,3351630858,NA,NA,1995
"Necturus maculosus (Rafinesque, 1818)",-83.089996,42.029999,3351699928,NA,NA,1995
"Necturus maculosus (Rafinesque, 1818)",-75.6806,44.9708,1804106709,NA,Ontario (Prov.),1993
"Necturus maculosus (Rafinesque, 1818)",-69.242,46.1377,1897223043,NA,Me,1993
"Necturus maculosus (Rafinesque, 1818)",-72.516198,42.370923,1897008748,NA,Ma,1993
"Necturus maculosus (Rafinesque, 1818)",-76.51921,42.50436,1852445754,NA,New York,1992
"Necturus maculosus (Rafinesque, 1818)",-69.832549,44.447289,1897148033,NA,Me,1992
Necturus maculosus maculosus,-72.5569,42.6042,476477560,NA,Massachusetts,1991
"Necturus maculosus (Rafinesque, 1818)",-75.7,44.9647,1804131661,NA,Ontario (Prov.),1990
"Necturus maculosus (Rafinesque, 1818)",-81.615601,36.9813,3111564591,NA,Virginia,1990
"Necturus maculosus (Rafinesque, 1818)",-83.496598,45.303193,1701935588,NA,Mi,1989
"Necturus maculosus (Rafinesque, 1818)",-95.37842496798437,38.596928167323995,686916772,NA,Kansas,1989
"Necturus maculosus (Rafinesque, 1818)",-95.20198716905631,38.61458443214681,686922488,NA,Kansas,1989
"Necturus maculosus (Rafinesque, 1818)",-81.6119,36.9827,3111560580,Adult,Virginia,1989
"Necturus maculosus (Rafinesque, 1818)",-83.1391,39.0472,861694541,Adult,Ohio,1989
"Necturus maculosus (Rafinesque, 1818)",-95.81090333309142,38.48448473893475,686915372,NA,Kansas,1988
"Necturus maculosus (Rafinesque, 1818)",-80.162003,41.6376,3111562130,NA,Pennsylvania,1988
"Necturus maculosus (Rafinesque, 1818)",-95.419260047765,38.58720620585015,686924905,NA,Kansas,1987
"Necturus maculosus (Rafinesque, 1818)",-82.9667,41.95,1804115036,NA,Ontario (Prov.),1987
"Necturus maculosus (Rafinesque, 1818)",-75.68012974369815,44.970329333735826,1804101657,Larva,Ontario (Prov.),1987
"Necturus maculosus (Rafinesque, 1818)",-75.6826298209212,44.969629341596665,1804128677,NA,Ontario (Prov.),1987
"Necturus maculosus (Rafinesque, 1818)",-75.6809297677841,44.970329334861745,1804109561,NA,Ontario (Prov.),1987
"Necturus maculosus (Rafinesque, 1818)",-75.6853,44.9692,1804118796,NA,Ontario (Prov.),1987
"Necturus maculosus (Rafinesque, 1818)",-81.605202,36.9869,3111561401,Adult,Virginia,1987
"Necturus maculosus (Rafinesque, 1818)",-95.44189366690294,38.585684158048196,686910234,NA,Kansas,1986
"Necturus maculosus (Rafinesque, 1818)",-95.27578929359942,38.62908393249974,686912014,NA,Kansas,1986
"Necturus maculosus (Rafinesque, 1818)",-75.69762892566472,45.44322664304984,1804109293,NA,Ontario (Prov.),1986
"Necturus maculosus (Rafinesque, 1818)",-76.51494,42.472,1852454629,NA,New York,1986
"Necturus maculosus (Rafinesque, 1818)",-81.6196,36.9781,1317411686,NA,Virginia,1986
"Necturus maculosus (Rafinesque, 1818)",-75.79673213555994,45.372127164326926,1804110628,Larva,Ontario (Prov.),1986
"Necturus maculosus (Rafinesque, 1818)",-84.6867,41.693600000000004,861694365,Adult,Ohio,1986
"Necturus maculosus (Rafinesque, 1818)",-82.4667,42.4667,1804124404,Adult,Ontario (Prov.),1986
"Necturus maculosus (Rafinesque, 1818)",-82.4167,42.4,1804118556,Adult,Ontario (Prov.),1986
"Necturus maculosus (Rafinesque, 1818)",-72.2304,43.7545,861694426,Adult,Vermont,1985
"Necturus maculosus (Rafinesque, 1818)",-75.69262876667776,45.445726622653275,1804133563,NA,Ontario (Prov.),1985
"Necturus maculosus (Rafinesque, 1818)",-75.6833,44.9667,1804101486,NA,Ontario (Prov.),1985
"Necturus maculosus (Rafinesque, 1818)",-79.9153,43.0233,1804119692,Adult,Ontario (Prov.),1985
"Necturus maculosus (Rafinesque, 1818)",-81.7711,46.0369,1804134931,NA,Ontario (Prov.),1985
"Necturus maculosus (Rafinesque, 1818)",-75.67842970759929,44.96492936487124,1804134147,NA,Ontario (Prov.),1985
"Necturus maculosus (Rafinesque, 1818)",-73.6542,45.0014,1804120122,Juvenile,Québec (Prov.),1984
"Necturus maculosus (Rafinesque, 1818)",-82.04112311440777,45.67352966199133,1804125437,Adult,Ontario (Prov.),1984
"Necturus maculosus (Rafinesque, 1818)",-81.9241,39.0862,861694396,Adult,Ohio,1984
"Necturus maculosus (Rafinesque, 1818)",-81.8292,42.7867,1804128840,NA,Ontario (Prov.),1984
"Necturus maculosus (Rafinesque, 1818)",-86.7838,35.5865,895381077,Adult,Tennessee,1984
"Necturus maculosus (Rafinesque, 1818)",-75.67762968267775,44.965229361880944,1804101640,NA,Ontario (Prov.),1984
"Necturus maculosus (Rafinesque, 1818)",-75.7625,45.3958,1804136694,NA,Ontario (Prov.),1984
"Necturus maculosus (Rafinesque, 1818)",-75.5172,45.4917,1804127343,NA,Ontario (Prov.),1983
"Necturus maculosus (Rafinesque, 1818)",-75.3569,45.2556,1804131066,NA,Ontario (Prov.),1983
"Necturus maculosus (Rafinesque, 1818)",-75.6819,44.9694,1804134607,NA,Ontario (Prov.),1983
"Necturus maculosus (Rafinesque, 1818)",-74.5903,45.1478,1804135936,NA,Ontario (Prov.),1983
"Necturus maculosus (Rafinesque, 1818)",-80.2333,45.65,1211728459,Juvenile,Ontario,1983
"Necturus maculosus (Rafinesque, 1818)",-80.16666,45.583333,1211728454,NA,Ontario,1983
"Necturus maculosus (Rafinesque, 1818)",-94.92785695520223,38.49804340685887,686898714,NA,Kansas,1982
"Necturus maculosus (Rafinesque, 1818)",-75.7111,45.4222,1804118818,NA,Ontario (Prov.),1982
"Necturus maculosus (Rafinesque, 1818)",-95.26870003953674,38.618317147307785,686898717,NA,Kansas,1982
"Necturus maculosus (Rafinesque, 1818)",-76.9244,45.8803,1804104742,NA,Ontario (Prov.),1982
"Necturus maculosus (Rafinesque, 1818)",-81.9583,43.2144,1804114034,NA,Ontario (Prov.),1982
"Necturus maculosus (Rafinesque, 1818)",-83.262703,38.634499,3111559158,NA,Ohio,1982
"Necturus maculosus (Rafinesque, 1818)",-79.81635597638025,43.53324356188514,1804117074,Larva,Ontario (Prov.),1982
"Necturus maculosus (Rafinesque, 1818)",-75.6167,45.25,1804128579,NA,Ontario (Prov.),1982
"Necturus maculosus (Rafinesque, 1818)",-75.6806,44.97039999905676,1804137242,NA,Ontario (Prov.),1982
"Necturus maculosus (Rafinesque, 1818)",-84.43309904965837,46.93322465683897,1804113897,Larva,Ontario (Prov.),1982
"Necturus maculosus (Rafinesque, 1818)",-82.885,40.1313,861694395,Adult,Ohio,1982
"Necturus maculosus (Rafinesque, 1818)",-75.6083,45.4642,1804131282,Adult,Ontario (Prov.),1982
"Necturus maculosus (Rafinesque, 1818)",-82.883301,40.130798,3111560200,Adult,Ohio,1982
"Necturus maculosus (Rafinesque, 1818)",-96.67727,45.40744,2819900541,NA,South Dakota,1981
"Necturus maculosus (Rafinesque, 1818)",-96.19039130377296,38.39192911872722,686895953,NA,Kansas,1981
"Necturus maculosus (Rafinesque, 1818)",-75.6689,44.9861,1804136567,NA,Ontario (Prov.),1981
"Necturus maculosus (Rafinesque, 1818)",-75.6708,44.9708,1804103067,NA,Ontario (Prov.),1981
"Necturus maculosus (Rafinesque, 1818)",-75.6833,44.9722,1804103866,NA,Ontario (Prov.),1981
"Necturus maculosus (Rafinesque, 1818)",-75.6806,44.9728,1804106349,NA,Ontario (Prov.),1981
"Necturus maculosus (Rafinesque, 1818)",-75.883316,44.430439,2013708500,Adult,Ontario,1981
Necturus maculosus maculosus,-72.585533,42.324093,476541244,NA,Massachusetts,1980
"Necturus maculosus (Rafinesque, 1818)",-76.7167,45.3333,1804136359,NA,Ontario (Prov.),1980
"Necturus maculosus (Rafinesque, 1818)",-75.683,44.97009999905677,1804105631,NA,Ontario (Prov.),1980
"Necturus maculosus (Rafinesque, 1818)",-75.6681,44.9917,1804116781,NA,Ontario (Prov.),1980
"Necturus maculosus (Rafinesque, 1818)",-76.5797,45.1461,1804103297,NA,Ontario (Prov.),1980
"Necturus maculosus (Rafinesque, 1818)",-81.9667,43.2167,1804131132,NA,Ontario (Prov.),1980
"Necturus maculosus (Rafinesque, 1818)",-76.1167,43.4,1804115818,Larva,New York (State),1979
"Necturus maculosus (Rafinesque, 1818)",-76.65,45.0167,1804103719,NA,Ontario (Prov.),1979
"Necturus maculosus (Rafinesque, 1818)",-75.6847,44.96939999905677,1804111065,NA,Ontario (Prov.),1979
"Necturus maculosus (Rafinesque, 1818)",-75.67889999999998,44.96499999905677,1804114652,NA,Ontario (Prov.),1979
"Necturus maculosus (Rafinesque, 1818)",-76.6472,45.0167,1804129509,NA,Ontario (Prov.),1979
Necturus maculosus maculosus,-75.654282,45.055803,476632493,NA,Ontario,1979
"Necturus maculosus (Rafinesque, 1818)",-75.6781,44.9658,1804121328,NA,Ontario (Prov.),1979
"Necturus maculosus (Rafinesque, 1818)",-82.593597,36.669498,895438636,NA,Virginia,1979
"Necturus maculosus (Rafinesque, 1818)",-79.6,44.8666,1211729184,Adult,Ontario,1979
"Necturus maculosus (Rafinesque, 1818)",-83.9481,46.5675,1804125083,NA,Ontario (Prov.),1978
"Necturus maculosus (Rafinesque, 1818)",-80.05386335275576,42.79745055430353,1804109172,Adult,Ontario (Prov.),1978
"Necturus maculosus (Rafinesque, 1818)",-76.25,45.45,1804109494,NA,Ontario (Prov.),1978
"Necturus maculosus (Rafinesque, 1818)",-95.66953664237899,37.20945374976517,686881380,NA,Kansas,1977
"Necturus maculosus (Rafinesque, 1818)",-82.6509,36.6617,861693995,Adult,Virginia,1977
"Necturus maculosus (Rafinesque, 1818)",-94.74967122768292,37.94996812686506,686881212,NA,Kansas,1977
"Necturus maculosus (Rafinesque, 1818)",-94.64284181158402,37.042238496064925,686881213,NA,Kansas,1977
"Necturus maculosus (Rafinesque, 1818)",-82.24,39.4588,861693890,Adult,Ohio,1977
"Necturus maculosus (Rafinesque, 1818)",-78.6417,35.8207,1145430116,Larva,North Carolina,1976
"Necturus maculosus (Rafinesque, 1818)",-76.0833,43.7,1804130811,NA,New York (State),1976
"Necturus maculosus (Rafinesque, 1818)",-83.9444,46.0667,1804102883,NA,Ontario (Prov.),1976
"Necturus maculosus (Rafinesque, 1818)",-80.3829718450623,45.79992898852596,1804105333,Larva,Ontario (Prov.),1976
"Necturus maculosus (Rafinesque, 1818)",-82.5806,42.0167,1804111866,NA,Ontario (Prov.),1975
"Necturus maculosus (Rafinesque, 1818)",-80.12,42.84359999905932,1804104188,NA,Ontario (Prov.),1975
"Necturus maculosus (Rafinesque, 1818)",-75.755,45.40639999905688,1804102669,NA,Ontario (Prov.),1975
"Necturus maculosus (Rafinesque, 1818)",-75.8,45.3667,1804133668,NA,Ontario (Prov.),1975
"Necturus maculosus (Rafinesque, 1818)",-81.8473,39.9738,861693930,Adult,Ohio,1975
"Necturus maculosus (Rafinesque, 1818)",-73.9458,45.39309999905688,1804100708,NA,Québec (Prov.),1975
"Necturus maculosus (Rafinesque, 1818)",-76.1333,43.4167,1804106274,Larva,New York (State),1975
"Necturus maculosus (Rafinesque, 1818)",-76,43.3667,1804127841,NA,New York (State),1975
"Necturus maculosus (Rafinesque, 1818)",-85.29541,43.59087,1701935585,NA,Mi,1974
"Necturus maculosus (Rafinesque, 1818)",-83.78727819962339,46.57432587589272,1804110310,NA,Ontario (Prov.),1974
"Necturus maculosus (Rafinesque, 1818)",-81.8669,40.2295,861693954,Juvenile,Ohio,1973
"Necturus maculosus (Rafinesque, 1818)",-75.9833,44.3611,1804111104,NA,Ontario (Prov.),1973
"Necturus maculosus (Rafinesque, 1818)",-75.9,43.6833,1804116639,NA,New York (State),1973
"Necturus maculosus (Rafinesque, 1818)",-75.7569,45.4081,1804136156,NA,Ontario (Prov.),1972
"Necturus maculosus (Rafinesque, 1818)",-76.60796,42.5411,1852453476,NA,New York,1972
"Necturus maculosus (Rafinesque, 1818)",-76.7428,45.2772,1804120579,NA,Ontario (Prov.),1972
Necturus maculosus maculosus,-73.9461,45.40249999905689,1804132684,NA,Québec (Prov.),1972
"Necturus maculosus (Rafinesque, 1818)",-79.337482,46.313839,1450592197,Subadult,Ontario,1971
"Necturus maculosus (Rafinesque, 1818)",-79.0625,43.85,1804103452,NA,Ontario (Prov.),1971
"Necturus maculosus (Rafinesque, 1818)",-82.695396,36.6637,895445006,NA,Virginia,1971
"Necturus maculosus (Rafinesque, 1818)",-81.3667,44.5,1804101350,NA,Ontario (Prov.),1971
"Necturus maculosus (Rafinesque, 1818)",-83.5667,46.25,1804118187,Larva,Ontario (Prov.),1971
"Necturus maculosus (Rafinesque, 1818)",-76.60567269528421,42.54273114903298,1145470233,Larva,New York,1970
"Necturus maculosus (Rafinesque, 1818)",-86.344756,34.360014,2269074913,NA,Alabama,1970
"Necturus maculosus (Rafinesque, 1818)",-84.5667,46.9333,1804100650,Larva,Ontario (Prov.),1970
"Necturus maculosus (Rafinesque, 1818)",-79.48333,44.6,1211728356,Larva,Ontario,1970
"Necturus maculosus (Rafinesque, 1818)",-84.595955,43.301064,1701935615,NA,Mi,1969
"Necturus maculosus (Rafinesque, 1818)",-84.780615,44.481835,1701935606,NA,Mi,1969
"Necturus maculosus (Rafinesque, 1818)",-83.8,46.6,1804107281,NA,Ontario (Prov.),1969
"Necturus maculosus (Rafinesque, 1818)",-87.8975,45.1239,861693388,Adult,Wisconsin,1969
"Necturus maculosus (Rafinesque, 1818)",-87.755,45.1064,861693433,Adult,Wisconsin,1969
"Necturus maculosus (Rafinesque, 1818)",-96.2956,50.6089,1804127352,NA,Manitoba (Prov.),1969
"Necturus maculosus (Rafinesque, 1818)",-96.4656,50.0611,1804133762,NA,Manitoba (Prov.),1969
"Necturus maculosus (Rafinesque, 1818)",-83.109,40.0955,861694019,Adult,Ohio,1968
"Necturus maculosus (Rafinesque, 1818)",-85.305779,44.977134,1701935644,NA,Mi,1968
"Necturus maculosus (Rafinesque, 1818)",-85.75243,44.716674,1701935701,NA,Mi,1968
"Necturus maculosus (Rafinesque, 1818)",-77.713165,43.993802,1211735546,NA,Ontario,1968
"Necturus maculosus (Rafinesque, 1818)",-86.7809,39.7609,861693914,Adult,Indiana,1968
"Necturus maculosus (Rafinesque, 1818)",-81.95,39.97,861691831,Adult,Ohio,1967
"Necturus maculosus (Rafinesque, 1818)",-75.703,45.395,1450590790,NA,Ontario,1967
"Necturus maculosus (Rafinesque, 1818)",-81.847,42.8064,861692022,Adult,Ontario,1967
"Necturus maculosus (Rafinesque, 1818)",-82.08302455869544,46.199927582455025,1804109414,Larva,Ontario (Prov.),1967
"Necturus maculosus (Rafinesque, 1818)",-84.87235,43.582361,1701935635,NA,Mi,1967
"Necturus maculosus (Rafinesque, 1818)",-94.92396260640932,37.470562910939734,686852004,NA,Kansas,1967
"Necturus maculosus (Rafinesque, 1818)",-87.694521,34.779336,2269065157,NA,Alabama,1967
"Necturus maculosus (Rafinesque, 1818)",-86.390859,34.499385,2269065919,NA,Alabama,1967
Necturus maculosus maculosus,-88.0028,34.4603,1321403245,NA,Alabama,1966
"Necturus maculosus (Rafinesque, 1818)",-82.2707,40.846,861691808,Juvenile,Ohio,1966
"Necturus maculosus (Rafinesque, 1818)",-81.7569,43.3119,1804105063,NA,Ontario (Prov.),1966
"Necturus maculosus (Rafinesque, 1818)",-79.09086,43.81788,1211752371,NA,Ontario,1965
"Necturus maculosus (Rafinesque, 1818)",-79.3035,41.8533,861691972,Adult,Pennsylvania,1965
"Necturus maculosus (Rafinesque, 1818)",-79.243,41.8458,861691987,Adult,Ohio,1965
"Necturus maculosus (Rafinesque, 1818)",-75.9985,43.248,861691996,Adult,New York,1965
"Necturus maculosus (Rafinesque, 1818)",-75.0462,44.8997,861693517,Juvenile,New York,1965
"Necturus maculosus (Rafinesque, 1818)",-76.522697,42.428101,895418011,NA,New York,1965
"Necturus maculosus (Rafinesque, 1818)",-75.680927,45.404433,1450592370,Adult,Ontario,1964
"Necturus maculosus (Rafinesque, 1818)",-87.568376,34.851914,2269060720,NA,Alabama,1964
"Necturus maculosus (Rafinesque, 1818)",-84.42449842218514,46.69462517550282,1804107985,NA,Ontario (Prov.),1964
"Necturus maculosus (Rafinesque, 1818)",-80.9439,44.5669,1804111615,NA,Ontario (Prov.),1964
Necturus maculosus maculosus,-121.634,55.6964,1804114973,NA,Ontario (Prov.),1964
"Necturus maculosus (Rafinesque, 1818)",-84.2833,46.7,1804115703,NA,Ontario (Prov.),1964
"Necturus maculosus (Rafinesque, 1818)",-84.39619753204951,46.69602519203655,1804116346,NA,Ontario (Prov.),1964
"Necturus maculosus (Rafinesque, 1818)",-84.34509592307087,46.69742522405304,1804120708,NA,Ontario (Prov.),1964
"Necturus maculosus (Rafinesque, 1818)",-84.41649815303082,46.68322520839676,1804122178,NA,Ontario (Prov.),1964
"Necturus maculosus (Rafinesque, 1818)",-83.129,39.0512,861691600,Adult,Ohio,1964
"Necturus maculosus (Rafinesque, 1818)",-81.8721,40.2968,861693405,Adult,Ohio,1964
"Necturus maculosus (Rafinesque, 1818)",-84.41649852415287,46.933224668425126,1804105297,NA,Ontario (Prov.),1964
"Necturus maculosus (Rafinesque, 1818)",-89.3167,48.4,1804117418,NA,Ontario (Prov.),1964
"Necturus maculosus (Rafinesque, 1818)",-82.0167,42.3797,1804122433,NA,Ontario (Prov.),1964
"Necturus maculosus (Rafinesque, 1818)",-83.2071,39.0932,861693469,Adult,Ohio,1963
"Necturus maculosus (Rafinesque, 1818)",-84.89719,43.57576,1701935639,NA,Mi,1963
"Necturus maculosus (Rafinesque, 1818)",-75.69559999999998,45.38169999905688,1804132287,NA,Ontario (Prov.),1963
"Necturus maculosus (Rafinesque, 1818)",-95.15817344180182,36.148234106406136,1322444119,Juvenile,Oklahoma,1963
"Necturus maculosus (Rafinesque, 1818)",-83.79647803217672,46.18052705849463,1804134656,NA,Ontario (Prov.),1963
"Necturus maculosus (Rafinesque, 1818)",-83.79147833239469,46.57492587201576,1804124760,Larva,Ontario (Prov.),1963
"Necturus maculosus (Rafinesque, 1818)",-77.35,46.05,621069827,NA,Ontario,1963
"Necturus maculosus (Rafinesque, 1818)",-81.7036,39.2657,861691590,Adult,Ohio,1962
"Necturus maculosus (Rafinesque, 1818)",-75.6825,45.4147,1804106555,NA,Ontario (Prov.),1962
"Necturus maculosus (Rafinesque, 1818)",-73.43111,43.57222,1852456420,Adult,New York,1962
"Necturus maculosus (Rafinesque, 1818)",-84.28309397198353,46.699925260094986,1804117893,NA,Ontario (Prov.),1962
"Necturus maculosus (Rafinesque, 1818)",-78.98273458265413,36.393654496976765,1145637258,Larva,North Carolina,1962
"Necturus maculosus (Rafinesque, 1818)",-82.4083,42.97499999905902,1804130253,NA,Ontario (Prov.),1962
"Necturus maculosus (Rafinesque, 1818)",-83.519559,44.26882,1701935555,NA,Mi,1961
"Necturus maculosus (Rafinesque, 1818)",-75.6809,45.4044,1450592385,Adult,Ontario,1961
"Necturus maculosus (Rafinesque, 1818)",-97.140625,59.389634,1273779450,NA,NA,1960
"Necturus maculosus (Rafinesque, 1818)",-77.100118,45.637586,1450592388,Adult,Ontario,1960
"Necturus maculosus (Rafinesque, 1818)",-82.8221,41.6576,861694542,Adult,Ohio,1960
"Necturus maculosus (Rafinesque, 1818)",-78.346752,41.868459999062225,2234835298,NA,Pennsylvania,1960
"Necturus maculosus (Rafinesque, 1818)",-82.70370759533516,41.60521053722077,686862700,NA,Ohio,1960
"Necturus maculosus (Rafinesque, 1818)",-96.25317138578617,38.45415076897292,686894518,NA,Kansas,1959
"Necturus maculosus (Rafinesque, 1818)",-84.56650328242917,46.939324549519746,1804122863,Larva,Ontario (Prov.),1959
"Necturus maculosus (Rafinesque, 1818)",-84.5034012845361,46.93932459533995,1804126491,NA,Ontario (Prov.),1959
"Necturus maculosus (Rafinesque, 1818)",-80.00768,49.01369999906623,1211752429,NA,Ontario,1959
"Necturus maculosus (Rafinesque, 1818)",-76.691283,45.478687,1450592378,Juvenile,Ontario,1959
"Necturus maculosus (Rafinesque, 1818)",-77.72746,43.03926,657400585,NA,New York,1958
"Necturus maculosus (Rafinesque, 1818)",-83.0236,39.9976,861694522,Adult,Ohio,1958
"Necturus maculosus (Rafinesque, 1818)",-85.5167,42.6,1804115020,NA,Michigan (State),1958
"Necturus maculosus (Rafinesque, 1818)",-81.25,44.6667,1804130308,Juvenile,Ontario (Prov.),1958
"Necturus maculosus (Rafinesque, 1818)",-80,45,1211752400,NA,Ontario,1958
"Necturus maculosus (Rafinesque, 1818)",-80.55,45.7666,1211752382,NA,Ontario,1958
"Necturus maculosus (Rafinesque, 1818)",-83.06,41.59,861693535,Adult,Ohio,1957
"Necturus maculosus (Rafinesque, 1818)",-81.76666,43.31666,1211752405,NA,Ontario,1957
Necturus maculosus maculosus,-69.842237,44.53,476599960,NA,Maine,1957
Necturus maculosus maculosus,-75.6833,45.3833,1804135747,NA,Ontario (Prov.),1957
"Necturus maculosus (Rafinesque, 1818)",-81.7167,43.75,1804137212,Larva,Ontario (Prov.),1957
"Necturus maculosus (Rafinesque, 1818)",-96.16233477789694,38.436373406784774,686894519,NA,Kansas,1956
"Necturus maculosus (Rafinesque, 1818)",-92.88534266416593,45.64614951799381,3042338528,NA,Minnesota,1956
"Necturus maculosus (Rafinesque, 1818)",-82.825,41.6566,861693402,Adult,Ohio,1955
"Necturus maculosus (Rafinesque, 1818)",-92.760597,45.033501,895421656,NA,Wisconsin,1955
"Necturus maculosus (Rafinesque, 1818)",-83.04561,42.33119,2816159510,NA,Michigan,1954
"Necturus maculosus (Rafinesque, 1818)",-82.8264,41.6577,861692501,Adult,Ohio,1954
Necturus maculosus maculosus,-97.014404,52.35893499908811,476482528,NA,Manitoba,1954
"Necturus maculosus (Rafinesque, 1818)",-83.146,39.0861,861694433,Adult,Ohio,1954
"Necturus maculosus (Rafinesque, 1818)",-81.852264,42.276039,1211729275,Adult,Ontario,1954
"Necturus maculosus (Rafinesque, 1818)",-84.4333,46.91666,1211752349,NA,Ontario,1954
"Necturus maculosus (Rafinesque, 1818)",-84.43333,46.7,1211752350,NA,Ontario,1954
"Necturus maculosus (Rafinesque, 1818)",-82.811,41.6612,861692515,Adult,Ohio,1953
"Necturus maculosus (Rafinesque, 1818)",-82.8204,41.654,861693422,Adult,Ohio,1953
"Necturus maculosus (Rafinesque, 1818)",-81.8482556686635,41.46504560968533,686744078,NA,Ohio,1953
"Necturus maculosus (Rafinesque, 1818)",-84.35917594725647,39.140140334802666,686851177,NA,Ohio,1953
"Necturus maculosus (Rafinesque, 1818)",-75.9317,44.33719,1852454605,NA,New York,1953
"Necturus maculosus (Rafinesque, 1818)",-96.3787996752115,38.59865072903172,686894520,NA,Kansas,1953
"Necturus maculosus (Rafinesque, 1818)",-75.6833,45.4167,1804126691,NA,Ontario (Prov.),1953
"Necturus maculosus (Rafinesque, 1818)",-75.7642,45.4114,1804101588,NA,Ontario (Prov.),1953
"Necturus maculosus (Rafinesque, 1818)",-95.02377154408438,36.50412670109576,1318186550,NA,Oklahoma,1953
"Necturus maculosus (Rafinesque, 1818)",-95.02617107732902,36.39502907045487,1321685835,NA,Oklahoma,1953
Necturus maculosus maculosus,-76.91206529092827,45.68322701638047,1804112222,NA,Ontario (Prov.),1953
"Necturus maculosus (Rafinesque, 1818)",-95.56422663037817,38.50692516397692,686894523,NA,Kansas,1952
"Necturus maculosus (Rafinesque, 1818)",-95.01287122205223,36.498626855080666,1318735549,NA,Oklahoma,1952
"Necturus maculosus (Rafinesque, 1818)",-95.3146776594987,36.147833612171844,1320107972,NA,Oklahoma,1952
"Necturus maculosus (Rafinesque, 1818)",-95.2301740284207,35.869640168740595,1322218178,NA,Oklahoma,1952
"Necturus maculosus (Rafinesque, 1818)",-82.8207,41.6542,861692168,Adult,Ohio,1952
"Necturus maculosus (Rafinesque, 1818)",-82.8248,41.6591,861693300,Adult,Ohio,1952
"Necturus maculosus (Rafinesque, 1818)",-82.617699,35.3745,2542881660,NA,North Carolina,1952
"Necturus maculosus (Rafinesque, 1818)",-95.64926598404774,38.50692887922042,686894522,NA,Kansas,1951
"Necturus maculosus (Rafinesque, 1818)",-79.58333,43.55,1211752374,NA,Ontario,1951
"Necturus maculosus (Rafinesque, 1818)",-78.954041,42.045708,1852452679,NA,New York,1951
Necturus maculosus maculosus,-76.53201,42.40968,1852452917,NA,New York,1951
Necturus maculosus maculosus,-75.99789,43.24909,1852457203,Adult,New York,1951
"Necturus maculosus (Rafinesque, 1818)",-89.31666,48.4,1211752408,NA,Ontario,1951
Necturus maculosus maculosus,-76.54981,42.53719,476625495,NA,New York,1950
"Necturus maculosus (Rafinesque, 1818)",-95.25537595906606,36.127034268427366,1320334193,NA,Oklahoma,1950
"Necturus maculosus (Rafinesque, 1818)",-76.54675,42.51437,1852452817,Adult,New York,1950
"Necturus maculosus (Rafinesque, 1818)",-89.41189134100748,45.636591968047725,1145612722,Larva,Wisconsin,1950
"Necturus maculosus (Rafinesque, 1818)",-82.31666,46.18333,1211752396,Adult,Ontario,1950
"Necturus maculosus (Rafinesque, 1818)",-80.31666,42.71666,1211752373,Adult,Ontario,1949
"Necturus maculosus (Rafinesque, 1818)",-80.00768,49.0137,1211752411,NA,Ontario,1949
"Necturus maculosus (Rafinesque, 1818)",-72.8167,46.0667,1804133599,NA,Québec (Prov.),1949
"Necturus maculosus (Rafinesque, 1818)",-82.8207,41.6501,861691621,Adult,Ohio,1949
Necturus maculosus maculosus,-76.504021,42.46145,476625496,NA,New York,1948
"Necturus maculosus (Rafinesque, 1818)",-95.60537629962484,34.24897832407451,1320390408,Juvenile,Oklahoma,1948
Necturus maculosus maculosus,-76.5049,42.45997,1852452908,Adult,New York,1948
Necturus maculosus maculosus,-76.509476,42.438103,1852458352,Adult,New York,1948
